date,slot,time_end,price_yuan_per_kwh,load_actual_kw,pv_actual_kw,load_forecast_kw,pv_forecast_00_kw,pv_forecast_used_kw,forecast_issue_hour,plan_kw,adjusted_kw,charge_kw,discharge_kw,emergency_kw,surplus_kw,soc_start_kwh,soc_end_kwh,plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,plan_kwh,adjusted_kwh,charge_kwh,discharge_kwh,emergency_kwh,ordinary_settlement_cost_yuan,total_cost_yuan
2025-01-01,23,04:00,0.4378,4099.31,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4099.31,0.0,1200.0,1200.0,0.0,0.0,1495.5649316666668,0.0,0.0,0.0,0.0,683.2183333333334,0.0,1495.5649316666668
2025-01-01,24,04:10,0.4401,4123.8623,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4123.8623,0.0,1200.0,1200.0,0.0,0.0,1512.4264985249997,0.0,0.0,0.0,0.0,687.3103833333332,0.0,1512.4264985249997
2025-01-01,25,04:20,0.4389,4169.0068,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4169.0068,0.0,1200.0,1200.0,0.0,0.0,1524.8142371,0.0,0.0,0.0,0.0,694.8344666666667,0.0,1524.8142371
2025-01-01,26,04:30,0.4364,4260.24,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4260.24,0.0,1200.0,1200.0,0.0,0.0,1549.30728,0.0,0.0,0.0,0.0,710.04,0.0,1549.30728
2025-01-01,27,04:40,0.4393,4217.2222,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4217.2222,0.0,1200.0,1200.0,0.0,0.0,1543.8547603833335,0.0,0.0,0.0,0.0,702.8703666666667,0.0,1543.8547603833335
2025-01-01,28,04:50,0.4422,4261.857,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4261.857,0.0,1200.0,1200.0,0.0,0.0,1570.4943045,0.0,0.0,0.0,0.0,710.3095,0.0,1570.4943045
2025-01-01,29,05:00,0.4395,4341.9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4341.9,0.0,1200.0,1200.0,0.0,0.0,1590.2208749999995,0.0,0.0,0.0,0.0,723.6499999999999,0.0,1590.2208749999995
2025-01-01,30,05:10,0.4333,4208.2208,0.0021,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4208.2187,0.0,1200.0,1200.0,0.0,0.0,1519.5176355916667,0.0,0.0,0.0,0.0,701.3697833333333,0.0,1519.5176355916667
2025-01-01,31,05:20,0.4439,4302.1233,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4302.1233,0.0,1200.0,1200.0,0.0,0.0,1591.427110725,0.0,0.0,0.0,0.0,717.02055,0.0,1591.427110725
2025-01-01,32,05:30,0.4301,4456.59,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4456.59,0.0,1200.0,1200.0,0.0,0.0,1597.3161325,0.0,0.0,0.0,0.0,742.765,0.0,1597.3161325
2025-01-01,33,05:40,0.3713,4148.637,0.0299,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4148.607099999999,0.0,1200.0,1200.0,0.0,0.0,1283.6481801916664,0.0,0.0,0.0,0.0,691.4345166666665,0.0,1283.6481801916664
2025-01-01,34,05:50,0.5708,4498.1333,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4498.1333,0.0,1200.0,1200.0,0.0,0.0,2139.612073033333,0.0,0.0,0.0,0.0,749.6888833333334,0.0,2139.612073033333
2025-01-01,35,06:00,0.9099,5369.38,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5369.38,0.0,1200.0,1200.0,0.0,0.0,4071.332385,0.0,0.0,0.0,0.0,894.8966666666666,0.0,4071.332385
2025-01-01,36,06:10,0.9368,5440.8991,0.4169,0.0,0.5195499999999982,0.5153166666666649,6,0.0,0.0,0.0,0.0,5440.4821999999995,0.0,1200.0,1200.0,0.0,0.0,4247.203104133333,0.0,0.0,0.0,0.0,906.7470333333332,0.0,4247.203104133333
2025-01-01,37,06:20,0.8758,5316.893,0.0,0.0,1.0390999999999992,1.0306333333333324,6,0.0,0.0,0.0,0.0,5316.893,0.0,1200.0,1200.0,0.0,0.0,3880.4457411666667,0.0,0.0,0.0,0.0,886.1488333333333,0.0,3880.4457411666667
2025-01-01,38,06:30,0.8759,5399.82,0.0,0.0,1.55865,1.54595,6,0.0,0.0,0.0,0.0,5399.82,0.0,1200.0,1200.0,0.0,0.0,3941.4186149999996,0.0,0.0,0.0,0.0,899.9699999999999,0.0,3941.4186149999996
2025-01-01,39,06:40,0.8601,5447.4007,5.8062,0.0,2.0781999999999985,2.061266666666665,6,0.0,0.0,0.0,0.0,5441.5945,0.0,1200.0,1200.0,0.0,0.0,3900.2628578749996,0.0,0.0,0.0,0.0,906.9324166666667,0.0,3900.2628578749996
2025-01-01,40,06:50,0.8442,5444.401,0.0,0.0,2.597749999999999,2.5765833333333323,6,0.0,0.0,0.0,0.0,5444.401,0.0,1200.0,1200.0,0.0,0.0,3830.1361034999995,0.0,0.0,0.0,0.0,907.4001666666666,0.0,3830.1361034999995
2025-01-01,41,07:00,0.8334,5433.63,3.075,0.0,3.1173,3.0919,6,0.0,0.0,0.0,0.0,5430.555,0.0,1200.0,1200.0,0.0,0.0,3771.5204474999996,0.0,0.0,0.0,0.0,905.0925,0.0,3771.5204474999996
2025-01-01,42,07:10,0.8092,5449.2818,175.7953,0.0,269.8194999999991,267.3738999999991,6,0.0,0.0,0.0,0.0,5273.4865,0.0,1200.0,1200.0,0.0,0.0,3556.0877298333335,0.0,0.0,0.0,0.0,878.9144166666666,0.0,3556.0877298333335
2025-01-01,43,07:20,0.7972,5510.0042,421.496,0.0,536.5216999999996,531.6558999999995,6,0.0,0.0,0.0,0.0,5088.5082,0.0,1200.0,1200.0,0.0,0.0,3380.4656142000003,0.0,0.0,0.0,0.0,848.0847,0.0,3380.4656142000003
2025-01-01,44,07:30,0.7644,5476.0,677.1,0.0,803.2239000000001,795.9379,6,0.0,0.0,0.0,0.0,4798.9,0.0,1200.0,1200.0,0.0,0.0,3056.8992999999996,0.0,0.0,0.0,0.0,799.8166666666666,0.0,3056.8992999999996
2025-01-01,45,07:40,0.6899,5329.4215,950.8112,0.0,1069.9260999999992,1060.219899999999,6,0.0,0.0,0.0,0.0,4378.6103,0.0,1200.0,1200.0,0.0,0.0,2517.336038308333,0.0,0.0,0.0,0.0,729.7683833333333,0.0,2517.336038308333
2025-01-01,46,07:50,0.86,6084.1163,1255.5705,0.0,1336.6282999999999,1324.5018999999995,6,0.0,0.0,0.0,0.0,4828.5458,0.0,1200.0,1200.0,0.0,0.0,3460.4578233333327,0.0,0.0,0.0,0.0,804.7576333333333,0.0,3460.4578233333327
2025-01-01,47,08:00,1.1617,7316.0,1592.2875,0.0,1603.3305,1588.7839,6,0.0,0.0,0.0,0.0,5723.7125,0.0,1200.0,1200.0,0.0,0.0,5541.030676041665,0.0,0.0,0.0,0.0,953.9520833333332,0.0,5541.030676041665
2025-01-01,48,08:10,1.1683,7469.4947,1937.5212,0.0,1904.290899999999,1873.6514666666656,6,0.0,0.0,0.0,0.0,5531.9735,0.0,1200.0,1200.0,0.0,0.0,5385.837200041667,0.0,0.0,0.0,0.0,921.9955833333333,0.0,5385.837200041667
2025-01-01,49,08:20,1.0956,7225.691,2225.1261,0.0,2205.251299999998,2158.519033333331,6,0.0,0.0,0.0,0.0,5000.564899999999,0.0,1200.0,1200.0,0.0,0.0,4565.5157537,0.0,0.0,0.0,0.0,833.4274833333332,0.0,4565.5157537
2025-01-01,50,08:30,1.0849,7216.13,2490.1125,0.0,2506.2117,2443.3866,6,0.0,0.0,0.0,0.0,4726.0175,0.0,1200.0,1200.0,0.0,0.0,4272.713654791666,0.0,0.0,0.0,0.0,787.6695833333333,0.0,4272.713654791666
2025-01-01,51,08:40,1.061,7361.7004,2826.3146,0.0,2807.172099999999,2728.2541666666657,6,0.0,0.0,0.0,0.0,4535.3858,0.0,1200.0,1200.0,0.0,0.0,4010.036944833333,0.0,0.0,0.0,0.0,755.8976333333333,0.0,4010.036944833333
2025-01-01,52,08:50,1.043,7275.513,3122.1315,0.0,3108.132499999998,3013.1217333333316,6,0.0,0.0,0.0,0.0,4153.3814999999995,0.0,1200.0,1200.0,0.0,0.0,3609.980753749999,0.0,0.0,0.0,0.0,692.2302499999998,0.0,3609.980753749999
2025-01-01,53,09:00,1.036,7077.29,3350.9625,0.0,3409.0929,3297.9893,6,0.0,0.0,0.0,0.0,3726.3275,0.0,1200.0,1200.0,0.0,0.0,3217.0627416666666,0.0,0.0,0.0,0.0,621.0545833333333,0.0,3217.0627416666666
2025-01-01,54,09:10,1.0147,7221.8762,3601.7977,0.0,3652.7919999999995,3530.3623166666657,6,0.0,0.0,0.0,0.0,3620.0784999999996,0.0,1200.0,1200.0,0.0,0.0,3061.0780449583326,0.0,0.0,0.0,0.0,603.3464166666665,0.0,3061.0780449583326
2025-01-01,55,09:20,0.9922,7229.5513,3875.6352,0.0,3896.4910999999984,3762.7353333333317,6,0.0,0.0,0.0,0.0,3353.9161,0.0,1200.0,1200.0,0.0,0.0,2773.1296286833335,0.0,0.0,0.0,0.0,558.9860166666666,0.0,2773.1296286833335
2025-01-01,56,09:30,0.97,7099.33,4149.825,0.0,4140.1902,3995.10835,6,0.0,0.0,0.0,0.0,2949.505,0.0,1200.0,1200.0,0.0,0.0,2384.183208333333,0.0,0.0,0.0,0.0,491.58416666666665,0.0,2384.183208333333
2025-01-01,57,09:40,0.9422,7297.1521,4403.4802,0.0,4383.889299999999,4227.481366666666,6,0.0,0.0,0.0,0.0,2893.6719000000003,0.0,1200.0,1200.0,0.0,0.0,2272.0147201500004,0.0,0.0,0.0,0.0,482.27865,0.0,2272.0147201500004
2025-01-01,58,09:50,0.9569,7313.1756,4624.7505,0.0,4627.588399999999,4459.8543833333315,6,0.0,0.0,0.0,0.0,2688.4250999999995,0.0,1200.0,1200.0,0.0,0.0,2143.794981824999,0.0,0.0,0.0,0.0,448.0708499999999,0.0,2143.794981824999
2025-01-01,59,10:00,0.9977,7099.46,4836.6375,0.0,4871.2875,4692.2274,6,0.0,0.0,0.0,0.0,2262.8225,0.0,1200.0,1200.0,0.0,0.0,1881.3483402083334,0.0,0.0,0.0,0.0,377.13708333333335,0.0,1881.3483402083334
2025-01-01,60,10:10,0.9919,7125.5214,5080.7024,0.0,5023.591416666666,4780.2544,6,0.0,0.0,0.0,0.0,2044.8189999999995,0.0,1200.0,1200.0,0.0,0.0,1690.213305083333,0.0,0.0,0.0,0.0,340.8031666666666,0.0,1690.213305083333
2025-01-01,61,10:20,0.9588,7096.3104,5338.7528,0.0,5175.895333333332,4868.281399999999,6,0.0,0.0,0.0,0.0,1757.5576,0.0,1200.0,1200.0,0.0,0.0,1404.2885223999997,0.0,0.0,0.0,0.0,292.92626666666666,0.0,1404.2885223999997
2025-01-01,62,10:30,0.9549,6986.17,5494.725,0.0,5328.19925,4956.3084,6,0.0,0.0,0.0,0.0,1491.4449999999997,0.0,1200.0,1200.0,0.0,0.0,1186.8173587499996,0.0,0.0,0.0,0.0,248.5741666666666,0.0,1186.8173587499996
2025-01-01,63,10:40,0.9839,7098.9702,5437.9778,0.0,5480.503166666666,5044.3354,6,0.0,0.0,0.0,0.0,1660.9924,0.0,1200.0,1200.0,0.0,0.0,1361.8753519666666,0.0,0.0,0.0,0.0,276.83206666666666,0.0,1361.8753519666666
2025-01-01,64,10:50,0.799,7193.993,5396.2126,0.0,5632.807083333332,5132.362399999999,6,0.0,0.0,0.0,0.0,1797.7804000000006,0.0,1200.0,1200.0,0.0,0.0,1197.0221163333335,0.0,0.0,0.0,0.0,299.6300666666667,0.0,1197.0221163333335
2025-01-01,65,11:00,0.5025,7135.18,5372.1,0.0,5785.111,5220.3894,6,0.0,0.0,0.0,0.0,1763.08,0.0,1200.0,1200.0,0.0,0.0,738.2897499999999,0.0,0.0,0.0,0.0,293.84666666666664,0.0,738.2897499999999
2025-01-01,66,11:10,0.4662,7042.947,5182.9722,0.0,5777.121116666666,5196.7743666666665,6,0.0,0.0,0.0,0.0,1859.9748,0.0,1200.0,1200.0,0.0,0.0,722.6002097999999,0.0,0.0,0.0,0.0,309.9958,0.0,722.6002097999999
2025-01-01,67,11:20,0.5007,7069.1675,5131.5011,0.0,5769.1312333333335,5173.159333333334,6,0.0,0.0,0.0,0.0,1937.6663999999992,0.0,1200.0,1200.0,0.0,0.0,808.4913053999996,0.0,0.0,0.0,0.0,322.94439999999986,0.0,808.4913053999996
2025-01-01,68,11:30,0.4827,7129.17,5294.775,0.0,5761.14135,5149.5443,6,0.0,0.0,0.0,0.0,1834.3950000000004,0.0,1200.0,1200.0,0.0,0.0,737.8853887500001,0.0,0.0,0.0,0.0,305.7325000000001,0.0,737.8853887500001
2025-01-01,69,11:40,0.4785,6971.0393,5434.7444,0.0,5753.151466666666,5125.929266666667,6,0.0,0.0,0.0,0.0,1536.2949000000008,0.0,1200.0,1200.0,0.0,0.0,612.5975913750003,0.0,0.0,0.0,0.0,256.0491500000001,0.0,612.5975913750003
2025-01-01,70,11:50,0.4662,6648.4937,5455.5011,0.0,5745.1615833333335,5102.3142333333335,6,0.0,0.0,0.0,0.0,1192.9925999999996,0.0,1200.0,1200.0,0.0,0.0,463.47762509999984,0.0,0.0,0.0,0.0,198.8320999999999,0.0,463.47762509999984
2025-01-01,71,12:00,0.4432,6471.29,5331.7125,0.0,5737.1717,5078.6992,6,0.0,0.0,0.0,0.0,1139.5775000000003,0.0,1200.0,1200.0,0.0,0.0,420.8839566666667,0.0,0.0,0.0,0.0,189.92958333333337,0.0,420.8839566666667
2025-01-01,72,12:10,0.4411,6681.1855,5126.6533,0.0,5788.875816666667,5331.498716666666,12,0.0,0.0,0.0,0.0,1554.5321999999996,0.0,1200.0,1200.0,0.0,0.0,571.4201278499997,0.0,0.0,0.0,0.0,259.0886999999999,0.0,571.4201278499997
2025-01-01,73,12:20,0.4551,6585.2714,5118.4895,0.0,5840.5799333333325,5331.284933333333,12,0.0,0.0,0.0,0.0,1466.7819,0.0,1200.0,1200.0,0.0,0.0,556.2770355749999,0.0,0.0,0.0,0.0,244.46364999999997,0.0,556.2770355749999
2025-01-01,74,12:30,0.4463,6283.97,5302.575,0.0,5892.28405,5331.07115,12,0.0,0.0,0.0,0.0,981.3950000000004,0.0,1200.0,1200.0,0.0,0.0,364.9971570833335,0.0,0.0,0.0,0.0,163.5658333333334,0.0,364.9971570833335
2025-01-01,75,12:40,0.4113,6547.9322,5399.7996,0.0,5943.988166666666,5330.857366666666,12,0.0,0.0,0.0,0.0,1148.1326,0.0,1200.0,1200.0,0.0,0.0,393.52244864999994,0.0,0.0,0.0,0.0,191.3554333333333,0.0,393.52244864999994
2025-01-01,76,12:50,0.5682,6747.6789,5377.6488,0.0,5995.692283333333,5330.6435833333335,12,0.0,0.0,0.0,0.0,1370.0301,0.0,1200.0,1200.0,0.0,0.0,648.70925235,0.0,0.0,0.0,0.0,228.33835,0.0,648.70925235
2025-01-01,77,13:00,0.8279,6682.36,5261.8125,0.0,6047.3964,5330.4298,12,0.0,0.0,0.0,0.0,1420.5474999999997,0.0,1200.0,1200.0,0.0,0.0,980.0593960416664,0.0,0.0,0.0,0.0,236.7579166666666,0.0,980.0593960416664
2025-01-01,78,13:10,0.8636,6790.9628,5097.6164,0.0,5820.683083333334,5200.234483333334,12,0.0,0.0,0.0,0.0,1693.3464000000004,0.0,1200.0,1200.0,0.0,0.0,1218.6449592000004,0.0,0.0,0.0,0.0,282.22440000000006,0.0,1218.6449592000004
2025-01-01,79,13:20,0.8416,6916.0165,5029.4534,0.0,5593.969766666668,5070.039166666667,12,0.0,0.0,0.0,0.0,1886.5630999999994,0.0,1200.0,1200.0,0.0,0.0,1323.1095874666662,0.0,0.0,0.0,0.0,314.42718333333323,0.0,1323.1095874666662
2025-01-01,80,13:30,0.8618,6834.78,5043.8625,0.0,5367.25645,4939.843849999999,12,0.0,0.0,0.0,0.0,1790.9174999999996,0.0,1200.0,1200.0,0.0,0.0,1286.1772512499997,0.0,0.0,0.0,0.0,298.4862499999999,0.0,1286.1772512499997
2025-01-01,81,13:40,0.8623,6546.5252,4973.5844,0.0,5140.5431333333345,4809.648533333333,12,0.0,0.0,0.0,0.0,1572.9408000000003,0.0,1200.0,1200.0,0.0,0.0,1130.2890432,0.0,0.0,0.0,0.0,262.15680000000003,0.0,1130.2890432
2025-01-01,82,13:50,0.9026,6539.873,4769.7524,0.0,4913.829816666668,4679.453216666667,12,0.0,0.0,0.0,0.0,1770.1205999999993,0.0,1200.0,1200.0,0.0,0.0,1331.4257112999994,0.0,0.0,0.0,0.0,295.02009999999984,0.0,1331.4257112999994
2025-01-01,83,14:00,0.9754,6773.97,4478.625,0.0,4687.1165,4549.2579,12,0.0,0.0,0.0,0.0,2295.3450000000003,0.0,1200.0,1200.0,0.0,0.0,1865.7329275000004,0.0,0.0,0.0,0.0,382.5575,0.0,1865.7329275000004
2025-01-01,84,14:10,1.0002,6736.8117,4209.3909,0.0,4501.372566666668,4351.970116666667,12,0.0,0.0,0.0,0.0,2527.4208,0.0,1200.0,1200.0,0.0,0.0,2106.6052367999996,0.0,0.0,0.0,0.0,421.23679999999996,0.0,2106.6052367999996
2025-01-01,85,14:20,0.9978,6623.3813,4060.4316,0.0,4315.628633333335,4154.682333333334,12,0.0,0.0,0.0,0.0,2562.9497,0.0,1200.0,1200.0,0.0,0.0,2131.09267555,0.0,0.0,0.0,0.0,427.1582833333333,0.0,2131.09267555
2025-01-01,86,14:30,1.0271,6548.98,3934.425,0.0,4129.8847000000005,3957.39455,12,0.0,0.0,0.0,0.0,2614.5549999999994,0.0,1200.0,1200.0,0.0,0.0,2237.8412004166657,0.0,0.0,0.0,0.0,435.75916666666654,0.0,2237.8412004166657
2025-01-01,87,14:40,1.0906,6398.5627,3648.1229,0.0,3944.1407666666673,3760.106766666667,12,0.0,0.0,0.0,0.0,2750.4398000000006,0.0,1200.0,1200.0,0.0,0.0,2499.691371566667,0.0,0.0,0.0,0.0,458.4066333333334,0.0,2499.691371566667
2025-01-01,88,14:50,0.9376,6196.5854,3431.0164,0.0,3758.3968333333346,3562.8189833333345,12,0.0,0.0,0.0,0.0,2765.569,0.0,1200.0,1200.0,0.0,0.0,2160.831245333333,0.0,0.0,0.0,0.0,460.92816666666664,0.0,2160.831245333333
2025-01-01,89,15:00,0.6694,6154.69,3327.3375,0.0,3572.6529,3365.5312,12,0.0,0.0,0.0,0.0,2827.3524999999995,0.0,1200.0,1200.0,0.0,0.0,1577.191469583333,0.0,0.0,0.0,0.0,471.22541666666655,0.0,1577.191469583333
2025-01-01,90,15:10,0.66,6459.5818,3139.1175,0.0,3248.8768166666678,3055.3119333333343,12,0.0,0.0,0.0,0.0,3320.4643,0.0,1200.0,1200.0,0.0,0.0,1826.2553650000002,0.0,0.0,0.0,0.0,553.4107166666666,0.0,1826.2553650000002
2025-01-01,91,15:20,0.7217,6622.8857,2860.4253,0.0,2925.1007333333355,2745.0926666666687,12,0.0,0.0,0.0,0.0,3762.4604,0.0,1200.0,1200.0,0.0,0.0,2262.806392233333,0.0,0.0,0.0,0.0,627.0767333333333,0.0,2262.806392233333
2025-01-01,92,15:30,0.7308,6493.61,2505.0,0.0,2601.32465,2434.8734,12,0.0,0.0,0.0,0.0,3988.6099999999997,0.0,1200.0,1200.0,0.0,0.0,2429.0634899999995,0.0,0.0,0.0,0.0,664.7683333333332,0.0,2429.0634899999995
2025-01-01,93,15:40,0.7534,6375.0516,2089.695,0.0,2277.5485666666677,2124.6541333333344,12,0.0,0.0,0.0,0.0,4285.356599999999,0.0,1200.0,1200.0,0.0,0.0,2690.4897186999992,0.0,0.0,0.0,0.0,714.2260999999999,0.0,2690.4897186999992
2025-01-01,94,15:50,0.7823,6354.113,1762.1562,0.0,1953.7724833333357,1814.4348666666688,12,0.0,0.0,0.0,0.0,4591.9568,0.0,1200.0,1200.0,0.0,0.0,2993.5731705333333,0.0,0.0,0.0,0.0,765.3261333333332,0.0,2993.5731705333333
2025-01-01,95,16:00,0.8055,6404.25,1525.8,0.0,1629.9964,1504.2156,12,0.0,0.0,0.0,0.0,4878.45,0.0,1200.0,1200.0,0.0,0.0,3274.6595624999995,0.0,0.0,0.0,0.0,813.0749999999999,0.0,3274.6595624999995
2025-01-01,96,16:10,0.8271,6444.972,1249.2025,0.0,1358.8629333333372,1253.990033333337,12,0.0,0.0,0.0,0.0,5195.769499999999,0.0,1200.0,1200.0,0.0,0.0,3581.184127874999,0.0,0.0,0.0,0.0,865.9615833333332,0.0,3581.184127874999
2025-01-01,97,16:20,0.8519,6399.4586,968.2219,0.0,1087.7294666666685,1003.7644666666685,12,0.0,0.0,0.0,0.0,5431.2366999999995,0.0,1200.0,1200.0,0.0,0.0,3855.7254539416663,0.0,0.0,0.0,0.0,905.2061166666665,0.0,3855.7254539416663
2025-01-01,98,16:30,0.8791,6292.15,706.6125,0.0,816.596,753.5389,12,0.0,0.0,0.0,0.0,5585.537499999999,0.0,1200.0,1200.0,0.0,0.0,4091.871680208333,0.0,0.0,0.0,0.0,930.9229166666665,0.0,4091.871680208333
